"SID","exam1","exam2","exam3","exam4","exam5","final_exam","prep_p_raw","extra_credit","e_correct","p_p_final","exam_total","final_grade","opt_in"
920816950,72.6666666666667,79.3333333333333,88.6666666666667,82.3333333333333,86.6666666666667,92,255.25,15,5,250,85.8,90.85,1
919458701,83.5,78,82.6666666666667,96.3333333333333,94,0,323.42,10,0,250,86.9,91.175,0
918684424,79,80.3333333333333,80.3333333333333,80.6666666666667,77.3333333333333,0,287.25,10,0,250,79.5333333333333,85.65,0
918226853,75,90,80.6666666666667,87.3333333333333,96.3333333333333,86,339.33,14,4,250,88.0666666666667,92.45,1
919837924,60,82,68,64,49,0,230.94,10,0,230.94,64.6,72.544,0
922398489,85.3333333333333,81.3333333333333,95.3333333333333,93.3333333333333,96,0,307.45,15,5,250,90.2666666666667,94.2,1
922296963,94,95,96.6666666666667,100,96.6666666666667,0,334,15,5,250,96.4666666666667,98.85,1
922292132,81,92.6666666666667,89.6666666666667,90.3333333333333,82.3333333333333,82,339.55,15,5,250,87.4,92.05,1
921155487,78,79,85.3333333333333,73.6666666666667,0,86,289.77,10,0,250,80.4,86.3,0
922484982,86,97.3333333333333,85.6666666666667,80.3333333333333,86.3333333333333,0,299.6,10,0,250,87.1333333333333,91.35,0
921408574,72.3333333333333,78.3333333333333,63.3333333333333,75.3333333333333,84,82,267.8,15,5,250,78.4,85.3,1
921982621,80.3333333333333,81.3333333333333,71.3333333333333,0,0,0,255.74,14.5,4.5,250,46.6,61.4,1
921791456,75,89.6666666666667,79.6666666666667,72.3333333333333,89,84,325.1,13.5,3.5,250,83.4666666666667,88.95,1
