"","anon_id","consent","age","year","gender","int_student","esl","e_exp","e_lvl","URM","p_education","m_education","par_rel","fin_support","ses","grant","soc_med","hw_time","transfer"
"210",450272,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","60","4","No"
"211",882737,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","99%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left school before he graduated from high school","She attended some college, but left before she earned a 4-year degree","I decline to answer","1- No support","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","90","1.33","No"
"212",652942,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","90","3","No"
"213",980127,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left school before he graduated from high school","She attended some college, but left before she earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","45","10","No"
"214",891202,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","60","6","No"
"215",978499,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian,Hispanic or Latino","He attended some college, but left before he earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","8","No"
"216",515838,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do qualify for a Pell Grant","120","10","No"
"217",808560,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","Yes, I am an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","240","60","No"
"218",669717,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do qualify for a Pell Grant","180","35","No"
"219",909875,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Mixed Race","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","45","9","Yes"
"220",644205,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","85","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a 4-year degree","She left school when she graduated from high school (or GED)","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","240","20","No"
"221",780541,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","10","3 - I am confident reading moderate books in English (e.g., young adult fiction)","North or Central Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","240","50","No"
"222",257545,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","50","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","Decline to answer","I decline to answer","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I don't know if I qualify for a Pell Grant","180","180","No"
"223",863048,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 4th year","Man","No, I am not an international student","English is my first language","95%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","Decline to answer","I decline to answer","Divorced","I decline to answer","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","60","35","No"
"224",127794,"I have read this information sheet form, I consent to participate in this study.","21","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","37.5","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Middle Eastern or West Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","300","28","No"
"225",972609,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","60%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","40","No"
"226",878824,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","98","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","60","74","No"
"227",166548,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","15","No"
"228",323859,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","100","28","No"
"229",819274,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Man","No, I am not an international student","English is not my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","200","32","No"
"230",766313,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Divorced","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","10","No"
"231",936964,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","99","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","30","80.2","No"
"232",411906,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","120","50","No"
"233",919266,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","30","No"
"234",776965,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He attended some college, but left before he earned a 4-year degree","She left school when she graduated from high school (or GED)","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","180","20","No"
"235",478268,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","20","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","200","50","No"
"236",352012,"","18","Freshman - 1st year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","180","10","No"
"237",289163,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","Yes, I am an international student","English is not my first language","80","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","East or South East Asian","Decline to answer","I decline to answer","Together","7- Fully supported (e.g All necessities are provided or paid for)","Decline to answer","Decline to answer","240","14","No"
"238",282874,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","75","15","No"
"239",266782,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","8.5","No"
"240",460606,"I have read this information sheet form, I consent to participate in this study.","21","Senior - 4th year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Mixed Race","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","8.3","No"
"241",377090,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is not my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She never attended school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","15","7","No"
"242",671655,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left when he graduated from high school (or GED)","She left school when she graduated from high school (or GED)","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","90","24","Yes"
"243",970240,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","North or Central Asian,Caucasian,Mixed Race","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","20","No"
"244",802878,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","3","No"
"245",958843,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","30","12","Yes"
"246",348376,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","180","No"
"247",776985,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","20","3 - I am confident reading moderate books in English (e.g., young adult fiction)","East or South East Asian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","300","5","No"
"248",449769,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a graduate degree (Masters or Ph.D)","She attended some college, but left before she earned a 4-year degree","Divorced","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","200","12","No"
"249",191876,"I have read this information sheet form, I consent to participate in this study.","21","Senior - 4th year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Divorced","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","60","21","No"
"250",929062,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","180","12","No"
"251",946128,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Black or African American,Hispanic or Latino,Caucasian,Mixed Race","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","I decline to answer","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","300","32","No"
"252",637438,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do qualify for a Pell Grant","120","35","No"
"253",780786,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","180","40","No"
"254",620808,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","97%","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","120","14","No"
"255",570017,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","100","3.5","No"
"256",980472,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Man","No, I am not an international student","English is my first language","90%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He never attended school","She never attended school","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","50","5","No"
"257",789281,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","90","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","360","35","No"
"258",862239,"I have read this information sheet form, I consent to participate in this study.","21","Junior - 3rd year","Woman","No, I am not an international student","English is not my first language","80","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","5","7.98","No"
"259",955242,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","80","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","Hispanic or Latino","He left when he graduated from high school (or GED)","She left school before she graduated from high school","Divorced","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","90","30.5","No"
"260",337398,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","95","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","120","10","No"
"261",351711,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","100","28","No"
"262",962814,"I have read this information sheet form, I consent to participate in this study.","22","Senior - 4th year","Woman","No, I am not an international student","English is not my first language","97","3 - I am confident reading moderate books in English (e.g., young adult fiction)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I qualified for 'free or reduced cost lunch' for all or most of high school","I don't know if I qualify for a Pell Grant","240","32","Yes"
"263",634523,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is not my first language","100","4 - I am confident reading difficult books in English(e.g., novels or other popular books)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","60","26.66","No"
"264",562658,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is not my first language","60%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino","He left school before he graduated from high school","She left school before she graduated from high school","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do not qualify for a Pell Grant","120","18","No"
"265",920816,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","98","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian","He earned a 4-year degree","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","175","12.5","No"
"266",684227,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Non-binary or Genderqueer","No, I am not an international student","English is my first language","100%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He attended some college, but left before he earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","Decline to answer","Decline to answer","360","7","No"
"267",693286,"I have read this information sheet form, I consent to participate in this study.","19","Freshman - 1st year","Woman","Yes, I am an international student","English is not my first language","50","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Together","7- Fully supported (e.g All necessities are provided or paid for)","Decline to answer","I don't know if I qualify for a Pell Grant","180","14","No"
"268",361425,"I have read this information sheet, and I do not consent to participate in this study. I will earn the extra credit by submitting ‘decline to answer’ on each of the questions.","19","I decline to answer","I decline to answer","I decline to answer","I decline to answer","100","I decline to answer","I decline to answer","Decline to answer","I decline to answer","I decline to answer","I decline to answer","Decline to answer","Decline to answer","90","40","I decline to answer"
"269",482126,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)","I did not qualify for 'free or reduced cost lunch' at all in high school","I don't know if I qualify for a Pell Grant","60","5","No"
"270",685171,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","80","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian,Mixed Race","He earned a 4-year degree","She attended some college, but left before she earned a 4-year degree","Together","3- A little support (e.g. phone bill, gifts, small amounts of money every few months)","I qualified for 'free or reduced cost lunch' for some of high school","I do not qualify for a Pell Grant","360","15","No"
"271",928498,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Woman","Yes, I am an international student","English is my first language","90","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian,Mixed Race","He earned a graduate degree (Masters or Ph.D)","She earned a graduate degree (Masters or Ph.D)","Together","7- Fully supported (e.g All necessities are provided or paid for)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do not qualify for a Pell Grant","160","42","No"
"272",451623,"I have read this information sheet form, I consent to participate in this study.","20","Sophomore - 2nd year","Woman","No, I am not an international student","English is my first language","97%","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian","He earned a 4-year degree","She earned a 4-year degree","Divorced","7- Fully supported (e.g All necessities are provided or paid for)","I did not qualify for 'free or reduced cost lunch' at all in high school","I do not qualify for a Pell Grant","80","11","No"
"273",392584,"I have read this information sheet form, I consent to participate in this study.","19","Sophomore - 2nd year","Man","No, I am not an international student","English is my first language","90","5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian","He left when he graduated from high school (or GED)","She attended some college, but left before she earned a 4-year degree","Together","4- Some support (e.g. Bills but not housing or small monthly allowance)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","60","7","No"
"274",736790,"I have read this information sheet form, I consent to participate in this study.","20","Junior - 3rd year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Caucasian","He left school before he graduated from high school","She attended some college, but left before she earned a 4-year degree","Together","2- Very little support (e.g. gifts at holidays and birthdays)","I qualified for 'free or reduced cost lunch' for all or most of high school","I do qualify for a Pell Grant","120","20","No"
"275",937053,"I have read this information sheet form, I consent to participate in this study.","18","Freshman - 1st year","Woman","No, I am not an international student","English is my first language","100","6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Hispanic or Latino,Caucasian","He earned a 4-year degree","She earned a 4-year degree","Together","6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)","I don't know if I qualified for a 'free or reduced cost lunch' program","I do qualify for a Pell Grant","120","21","No"
