,ID,student_id,consent,,ID,student_id,consent,age,year,gender,int_student,esl,e_exp,e_lvl,ethnicity,p_education,m_education,par_rel,fin_support,ses,grant,soc_med,hw_time,transfer,p_college,m_college,first_gen,URM
175,202768,916748430,"I have read this information sheet form, I consent to participate in this study.",175,202768,9.17E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","South Asian,Caucasian,Mixed Race",He earned a graduate degree (Masters or Ph.D),"She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,240,20,No,1,0,0,0
176,297848,919948172,"I have read this information sheet form, I consent to participate in this study.",176,297848,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,80,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,"He attended some college, but left before he earned a 4-year degree",She left school when she graduated from high school (or GED),Together,2- Very little support (e.g. gifts at holidays and birthdays),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,2,5,No,0,0,1,0
177,332911,921138679,"I have read this information sheet form, I consent to participate in this study.",177,332911,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"No, I am not an international student",English is my first language,80%,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I don't know if I qualify for a Pell Grant,100,4,No,1,1,0,0
178,335978,921094205,"I have read this information sheet form, I consent to participate in this study.",178,335978,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)","East or South East Asian,South Asian",He left when he graduated from high school (or GED),"She attended some college, but left before she earned a 4-year degree",Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,14,No,0,0,1,0
179,203230,916063005,"I have read this information sheet form, I consent to participate in this study.",179,203230,9.16E+08,"I have read this information sheet form, I consent to participate in this study.",23,Senior - 5th+ year,Woman,"No, I am not an international student",English is not my first language,50,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",Hispanic or Latino,He left school before he graduated from high school,She left school when she graduated from high school (or GED),Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,40,10,No,0,0,1,1
180,336870,921326070,"I have read this information sheet form, I consent to participate in this study.",180,336870,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"Yes, I am an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,80,21,No,1,1,0,0
181,295361,919330780,"I have read this information sheet form, I consent to participate in this study.",181,295361,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Man,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,45,15,No,1,1,0,0
182,333597,921241692,"I have read this information sheet form, I consent to participate in this study.",182,333597,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,100%,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",Hispanic or Latino,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do qualify for a Pell Grant,120,16,No,0,0,1,1
183,297568,919396119,"I have read this information sheet form, I consent to participate in this study.",183,297568,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school when she graduated from high school (or GED),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,8.66,No,0,0,1,1
184,329768,920639205,"I have read this information sheet form, I consent to participate in this study.",184,329768,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",19,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,99%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He left when he graduated from high school (or GED),She left school when she graduated from high school (or GED),Separated,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for some of high school,I do qualify for a Pell Grant,1.83,4,No,0,0,1,0
185,334452,920506710,"I have read this information sheet form, I consent to participate in this study.",185,334452,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Man,"No, I am not an international student",English is my first language,97,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,90,10,No,1,1,0,0
186,335096,921390556,"I have read this information sheet form, I consent to participate in this study.",186,335096,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Hispanic or Latino,Mixed Race","He attended some college, but left before he earned a 4-year degree",She earned a 4-year degree,Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,90,12,No,0,1,0,1
187,334095,921029953,"I have read this information sheet form, I consent to participate in this study.",187,334095,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,95%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,South Asian,Mixed Race","He attended some college, but left before he earned a 4-year degree",She left school before she graduated from high school,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,114,10.2,No,0,0,1,0
188,266419,918402266,"I have read this information sheet form, I consent to participate in this study.",188,266419,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",24,Senior - 5th+ year,Woman,"No, I am not an international student",English is not my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,4- Some support (e.g. Bills but not housing or small monthly allowance),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,200,5,Yes,0,0,1,1
189,329525,920482533,"I have read this information sheet form, I consent to participate in this study.",189,329525,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",42,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,50,0 - I am not confident reading in English,Middle Eastern or West Asian,He earned a graduate degree (Masters or Ph.D),She left school before she graduated from high school,Together,1- No support,I qualified for 'free or reduced cost lunch' for some of high school,I do qualify for a Pell Grant,60,10,Yes,1,0,0,0
190,307097,919712256,"I have read this information sheet form, I consent to participate in this study.",190,307097,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,Decline to answer,180,21,No,1,1,0,0
191,302034,919595813,"I have read this information sheet form, I consent to participate in this study.",191,302034,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,98,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,60,7,No,1,1,0,0
192,293321,919739116,"I have read this information sheet form, I consent to participate in this study.",192,293321,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,50,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",East or South East Asian,"He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree",Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,120,21,No,0,0,1,0
193,271397,918769048,"I have read this information sheet form, I consent to participate in this study.",193,271397,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is not my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,I don't know,I don't know,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,"1,200",No,0,0,1,1
194,294829,919578937,"I have read this information sheet form, I consent to participate in this study.",194,294829,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,80,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,"He attended some college, but left before he earned a 4-year degree",She left school when she graduated from high school (or GED),Together,"5- Halfway supported (e.g. All bills and housing but not tuition OR Tuition and small allowance, but not housing or bills)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,300,40.5,No,0,0,1,0
195,262427,918583017,"I have read this information sheet form, I consent to participate in this study.",195,262427,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a 4-year degree,She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,60,4,No,1,1,0,0
196,323722,920771613,"I have read this information sheet form, I consent to participate in this study.",196,323722,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,99%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",I decline to answer,1- No support,I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,90,1.33,No,0,0,1,0
197,333075,920563892,"I have read this information sheet form, I consent to participate in this study.",197,333075,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",19,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,80,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for some of high school,I do not qualify for a Pell Grant,90,3,No,1,1,0,0
198,253378,918767037,"I have read this information sheet form, I consent to participate in this study.",198,253378,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He left school before he graduated from high school,"She attended some college, but left before she earned a 4-year degree",Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,45,10,No,0,0,1,0
199,336309,920758814,"I have read this information sheet form, I consent to participate in this study.",199,336309,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Non-binary or Genderqueer,"No, I am not an international student",English is my first language,90,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,60,6,No,1,1,0,0
200,300705,919881239,"I have read this information sheet form, I consent to participate in this study.",200,300705,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","Middle Eastern or West Asian,Hispanic or Latino","He attended some college, but left before he earned a 4-year degree",She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,8,No,0,1,0,1
201,255812,918641454,"I have read this information sheet form, I consent to participate in this study.",201,255812,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He left when he graduated from high school (or GED),"She attended some college, but left before she earned a 4-year degree",Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I don't know if I qualified for a 'free or reduced cost lunch' program,I do qualify for a Pell Grant,120,10,No,0,0,1,0
202,261390,918552365,"I have read this information sheet form, I consent to participate in this study.",202,261390,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Woman,"Yes, I am an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,240,60,No,1,1,0,0
203,295497,919787061,"I have read this information sheet form, I consent to participate in this study.",203,295497,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,2- Very little support (e.g. gifts at holidays and birthdays),I don't know if I qualified for a 'free or reduced cost lunch' program,I do qualify for a Pell Grant,180,35,No,1,1,0,0
204,337193,918687528,"I have read this information sheet form, I consent to participate in this study.",204,337193,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Man,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","East or South East Asian,Mixed Race",He earned a 4-year degree,She earned a 4-year degree,Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,45,9,Yes,1,1,0,0
205,263523,918841791,"I have read this information sheet form, I consent to participate in this study.",205,263523,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,85,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",East or South East Asian,He earned a 4-year degree,She left school when she graduated from high school (or GED),Divorced,7- Fully supported (e.g All necessities are provided or paid for),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,240,20,No,1,0,0,0
206,294118,919528990,"I have read this information sheet form, I consent to participate in this study.",206,294118,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,10,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",North or Central Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,240,50,No,1,1,0,0
207,301850,919544136,"I have read this information sheet form, I consent to participate in this study.",207,301850,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,50,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",East or South East Asian,Decline to answer,I decline to answer,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I don't know if I qualify for a Pell Grant,180,180,No,,,,0
208,235422,917420294,"I have read this information sheet form, I consent to participate in this study.",208,235422,9.17E+08,"I have read this information sheet form, I consent to participate in this study.",22,Senior - 4th year,Man,"No, I am not an international student",English is my first language,95%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,Decline to answer,I decline to answer,Divorced,I decline to answer,I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,60,35,No,,,,0
209,298076,920031094,"I have read this information sheet form, I consent to participate in this study.",209,298076,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",21,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,37.5,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",Middle Eastern or West Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,300,28,No,1,1,0,0
210,328520,920611003,"I have read this information sheet form, I consent to participate in this study.",210,328520,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is not my first language,60%,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left when he graduated from high school (or GED),She left school when she graduated from high school (or GED),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,40,No,0,0,1,1
211,300740,919705946,"I have read this information sheet form, I consent to participate in this study.",211,300740,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,98,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,"He attended some college, but left before he earned a 4-year degree","She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,60,74,No,0,0,1,0
212,296375,919348167,"I have read this information sheet form, I consent to participate in this study.",212,296375,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,15,No,1,1,0,0
213,291366,919520846,"I have read this information sheet form, I consent to participate in this study.",213,291366,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,"6- Mostly supported (e.g. All bills, housing and tuition, but not food or spending money)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,100,28,No,1,1,0,0
214,302444,919542934,"I have read this information sheet form, I consent to participate in this study.",214,302444,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Man,"No, I am not an international student",English is not my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,200,32,No,1,1,0,0
215,301901,919938865,"I have read this information sheet form, I consent to participate in this study.",215,301901,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is not my first language,99,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Divorced,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,180,10,No,0,0,1,1
216,334248,920489617,"I have read this information sheet form, I consent to participate in this study.",216,334248,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,99,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,30,80.2,No,1,1,0,0
217,300342,919942880,"I have read this information sheet form, I consent to participate in this study.",217,300342,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a 4-year degree,She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I don't know if I qualified for a 'free or reduced cost lunch' program,I do not qualify for a Pell Grant,120,50,No,1,1,0,0
218,297702,919988365,"I have read this information sheet form, I consent to participate in this study.",218,297702,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,180,30,No,0,0,1,1
219,289647,919623138,"I have read this information sheet form, I consent to participate in this study.",219,289647,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,"He attended some college, but left before he earned a 4-year degree",She left school when she graduated from high school (or GED),Together,2- Very little support (e.g. gifts at holidays and birthdays),I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,180,20,No,0,0,1,0
220,297240,919530917,"I have read this information sheet form, I consent to participate in this study.",220,297240,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,20,"3 - I am confident reading moderate books in English (e.g., young adult fiction)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,200,50,No,1,1,0,0
221,292839,919332652,"I have read this information sheet form, I consent to participate in this study.",221,292839,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",20,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is not my first language,80,"4 - I am confident reading difficult books in English(e.g., novels or other popular books)",East or South East Asian,Decline to answer,I decline to answer,Together,7- Fully supported (e.g All necessities are provided or paid for),Decline to answer,Decline to answer,240,14,No,,,,0
222,303023,919426270,"I have read this information sheet form, I consent to participate in this study.",222,303023,9.19E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Woman,"Yes, I am an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",South Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I don't know if I qualify for a Pell Grant,75,15,No,1,1,0,0
223,335472,920656013,"I have read this information sheet form, I consent to participate in this study.",223,335472,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",East or South East Asian,He earned a graduate degree (Masters or Ph.D),She earned a 4-year degree,Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,8.5,No,1,1,0,0
224,226477,917362242,"I have read this information sheet form, I consent to participate in this study.",224,226477,9.17E+08,"I have read this information sheet form, I consent to participate in this study.",21,Senior - 4th year,Woman,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Mixed Race,He earned a 4-year degree,"She attended some college, but left before she earned a 4-year degree",Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,120,8.3,No,1,0,0,0
225,259186,918328780,"I have read this information sheet form, I consent to participate in this study.",225,259186,9.18E+08,"I have read this information sheet form, I consent to participate in this study.",20,Junior - 3rd year,Man,"No, I am not an international student",English is not my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",East or South East Asian,"He attended some college, but left before he earned a 4-year degree",She never attended school,Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,15,7,No,0,0,1,0
226,309993,920154214,"I have read this information sheet form, I consent to participate in this study.",226,309993,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",21,Junior - 3rd year,Woman,"No, I am not an international student",English is my first language,100,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)",Caucasian,He left when he graduated from high school (or GED),She left school when she graduated from high school (or GED),Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,90,24,Yes,0,0,1,0
227,299959,920041576,"I have read this information sheet form, I consent to participate in this study.",227,299959,9.20E+08,"I have read this information sheet form, I consent to participate in this study.",19,Sophomore - 2nd year,Man,"No, I am not an international student",English is my first language,95,"6- I am confident reading very complex information in English(e.g., college textbooks, published papers)","North or Central Asian,Caucasian,Mixed Race",He earned a graduate degree (Masters or Ph.D),She earned a graduate degree (Masters or Ph.D),Together,7- Fully supported (e.g All necessities are provided or paid for),I did not qualify for 'free or reduced cost lunch' at all in high school,I do not qualify for a Pell Grant,180,20,No,1,1,0,0
228,340639,921117454,"I have read this information sheet form, I consent to participate in this study.",228,340639,9.21E+08,"I have read this information sheet form, I consent to participate in this study.",18,Freshman - 1st year,Woman,"No, I am not an international student",English is my first language,100,"5- I am confident reading advanced books in English(e.g., historical literature or science non-fiction)",Hispanic or Latino,He left school before he graduated from high school,She left school before she graduated from high school,Together,"3- A little support (e.g. phone bill, gifts, small amounts of money every few months)",I qualified for 'free or reduced cost lunch' for all or most of high school,I do qualify for a Pell Grant,120,3,No,0,0,1,1
