Student,ID,SIS User ID,anon_id,SIS Login ID,Section,Syllabus FAQ Video (965983),Collaboration vs Cheating (965972),PsycLearn 1 (966004),PsycLearn 2 (966009),VW.RS.i Research Summary Intro (965978),VW: Null and Research Hypotheses (965991),PsycLearn 5 (966012),VW: Variables (965988),VW:RS1 (Video Worksheet - Research Summary 1 - Hangry) (965979),PsycLearn 7 (966014),VW: Correlation coefficients (965975),VW: Reliabilty and Validity (965986),VW.RS.2 (Video Worksheet - Research Summary 2 - Conversations with Strangers) (965995),VW.RS.3 (Video Worksheet - Research Summary 3 - Vocal Fry) (965976),VW: Verbs (965987),PsycLearn 8 (966015),VW: Construct Validity (Method Match and Circular Reasoning) (965971),VW:CT.i Video Worksheet - Critical Thinking - Intro (965977),VW:CT1 (Video Worksheet- Critical Thinking 1 - ADHD) (965967),VW:CT2 (Video worksheet- Critical Thinking 2 - VizualEdge) (965969),VW:CT3 (Video Worksheet- Critical Thinking 3 - DHA) (965968),VW:CT4 (Video Worksheet- Critical Thinking 4 - Verbal Advantage) (965984),PsycLearn 9 (966016),VW: Threats to internal validity (965989),PsycLearn 10 (966005),VW: Hypothesis Review (965973),Tell us! Show us! 1 (966017),PsycLearn 3 (966010),VW: Summarize the findings (965990),PsycLearn 4 (966011),VW: Distinguishing fact from opinion (965992),PsycLearn 6 (966013),VW: Sampling (965982),VW: Interpreting results (965994),PsycLearn 11 (966006),VW: Factorial Design (965970),VW: Which statistic? (965985),VW: Interpret inferential statistics (965974),PsycLearn 12 (966007),VW: Validity Review (965981),PsycLearn 13 (966008),Tell Us! Show Us! 2 (966018),iClicker Grade (966003),Unit 1 Lecture 3 (1008394),Exam 1 (965996),Exam 2 (965997),Exam 3 (965998),Exam 4 (965999),Exam 5 (966000),Final Exam (966002),Exam Corrections  (966001),Mini Personality Inventory (965980),Demographics (965993),Points (1034609),Prep+Participation (up to 250 points) Current Points,Prep+Participation (up to 250 points) Final Points,Prep+Participation (up to 250 points) Current Score,Prep+Participation (up to 250 points) Unposted Current Score,Prep+Participation (up to 250 points) Final Score,Prep+Participation (up to 250 points) Unposted Final Score,Exams Current Points,Exams Final Points,Exams Current Score,Exams Unposted Current Score,Exams Final Score,Exams Unposted Final Score,Extra Credit Current Points,Extra Credit Final Points,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Grade Calculation Current Points,Grade Calculation Final Points,Grade Calculation Current Score,Grade Calculation Unposted Current Score,Grade Calculation Final Score,Grade Calculation Unposted Final Score,Current Points,Final Points,Current Score,Unposted Current Score,Final Score,Unposted Final Score
redacted,redacted,redacted,426634,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,3.88,20,2,19.05,1,,20,2,0.74,2,20,2,2,6.29,1,1,1,,1,,0,40,4,135.25,145.25,141.75,134,146.5,0,0,5,5,961.75,307.95,307.95,84.6,84.6,74.38,74.38,702.75,702.75,93.7,93.7,93.7,93.7,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1020.7,1020.7,90.41,90.41,86.57,86.57
redacted,redacted,redacted,550977,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,19.2,1.25,4.75,20,1.5,1,4.75,4.5,2,20,3,3,4,4,4,4,20,2,20,1,,20,2,,0,,0,2,,0,0,0,,0,,0,52,4,76.5,117,110,125.75,122.25,0,0,5,5,810.5,282.45,282.45,92.91,92.91,68.22,68.22,551.5,551.5,73.53,73.53,73.53,73.53,10,10,66.67,66.67,66.67,66.67,0,0,,,,,843.95,843.95,78.95,78.95,71.58,71.58
redacted,redacted,redacted,124704,redacted,PSC 041 002 WQ 2023,6.5,4,20,17.65,4,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,3,4,4,20,2,20,1,,20,2,19.26,2,20,2,2,1.71,1,1,1,,1,,0,24,4,89,121.75,127,96.5,121.75,0,0,5,5,816,302.82,302.82,83.19,83.19,73.15,73.15,556,556,74.13,74.13,74.13,74.13,10,10,66.67,66.67,66.67,66.67,0,0,,,,,868.82,868.82,76.95,76.95,73.69,73.69
redacted,redacted,redacted,165680,redacted,PSC 041 002 WQ 2023,6.5,4,18.18,16.47,4,4,13.6,2,0,13.33,2,1.5,4.75,4,2,16.52,3,4,4,4,4,4,16.19,1,20,1,,20,2,19.26,2,20,2,1,18.29,1,0,0.67,20,0,20,0,4,0,75.5,128.25,133.75,103.25,108,111,5,5,5,812.75,304.26,304.26,75.31,75.31,73.49,73.49,584.25,584.25,77.9,77.9,77.9,77.9,15,15,100,100,100,100,0,0,,,,,903.51,903.51,77.29,77.29,76.63,76.63
redacted,redacted,redacted,186775,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,19.05,2,20,1,,20,2,19.26,0,18.95,2,2,1.14,0,0,0,,0,,0,4,4,120.5,111.75,76.25,146,129,0,0,5,5,843.5,278.4,278.4,76.48,76.48,67.25,67.25,583.5,583.5,77.8,77.8,77.8,77.8,10,10,66.67,66.67,66.67,66.67,0,0,,,,,871.9,871.9,77.23,77.23,73.95,73.95
redacted,redacted,redacted,444720,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,3.75,4,20,2,4.75,20,2,1.5,4.75,0.75,2,15.65,0,4,4,4,4,4,20,2,17.14,1,,5,1.33,,2,,2,2,12,0.67,0.5,0.92,14.62,0.5,20,0,12,4,138.5,139,130.5,0,120,108,0,5,5,787,268.42,268.42,73.74,73.74,64.84,64.84,636,636,84.8,84.8,84.8,84.8,10,10,66.67,66.67,66.67,66.67,0,0,,,,,914.42,914.42,80.99,80.99,77.56,77.56
redacted,redacted,redacted,840605,redacted,PSC 041 002 WQ 2023,6.33,4,20,15.29,2.92,4,20,1.5,3.75,20,1.5,1,4.38,3.71,1.5,20,2.83,1.83,4,2.5,3.75,4,20,1.5,20,1,,20,1.33,2.96,2,20,1.5,1.75,20,1,1,0.83,20,0,20,10,0,3.8,68.5,89,97.25,82,110.5,108,4.9,5,5,712.15,317.47,317.47,78.58,78.58,76.68,76.68,486.75,486.75,64.9,64.9,64.9,64.9,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,819.12,819.12,70.07,70.07,69.48,69.48
redacted,redacted,redacted,980472,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,,0,,0,2,,0,0,0,,0,,0,20,4,126.5,125.75,128.25,134,132,0,5,5,5,911.5,252,252,82.89,82.89,60.87,60.87,646.5,646.5,86.2,86.2,86.2,86.2,15,15,100,100,100,100,0,0,,,,,913.5,913.5,85.45,85.45,77.48,77.48
redacted,redacted,redacted,676026,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,4,4,19.2,2,2.25,20,2,1.5,4.53,0,2,20,1.67,1,0,0,0,0,20,1,20,0.83,,20,0.67,20,0,,0,0,,0,0,0,,0,,0,44,3.96,115.5,122.25,129.5,135,121,129,5,5,5,888.25,264.19,264.19,81.54,81.54,63.81,63.81,636.75,636.75,84.9,84.9,84.9,84.9,15,15,100,100,100,100,0,0,,,,,915.94,915.94,84.11,84.11,77.69,77.69
redacted,redacted,redacted,819157,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,3.88,20,2,20,1,,20,2,6.67,2,,2,2,,1,0,0,,0,,0,36,4,116,124.25,106.75,132,133,123,5,5,5,877,281.54,281.54,86.9,86.9,68.01,68.01,628.25,628.25,83.77,83.77,83.77,83.77,15,15,100,100,100,100,0,0,,,,,924.79,924.79,84.92,84.92,78.44,78.44
redacted,redacted,redacted,741913,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,19.05,2,20,1,,20,2,20,2,20,2,2,,1,0,0,,0,,0,4,4,100.5,107.75,92.5,102,0,90,0,5,5,662.75,282.05,282.05,81.99,81.99,68.13,68.13,492.75,492.75,65.7,65.7,65.7,65.7,10,10,66.67,66.67,66.67,66.67,0,0,,,,,784.8,784.8,70.77,70.77,66.56,66.56
redacted,redacted,redacted,941242,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.62,3.83,2,20,3,4,0,0,0,0,20,2,20,1,,20,0,20,0,20,0,0,20,0,0,0,3.85,0,18.33,0,28,4,121.75,121,139.5,141.5,138.5,129,5,0,0,917.25,323.38,323.38,80.04,80.04,78.11,78.11,670.25,670.25,89.37,89.37,89.37,89.37,5,5,33.33,33.33,33.33,33.33,0,0,,,,,998.63,998.63,85.43,85.43,84.7,84.7
redacted,redacted,redacted,571323,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,0,0,2,20,3,0,0,0,0,0,20,0,20,1,,19.29,0,20,0,,0,0,,0,0,0,,0,,0,32,4,122,106.75,109.25,100,74.5,0,0,5,5,772.5,250.04,250.04,77.17,77.17,60.4,60.4,512.5,512.5,68.33,68.33,68.33,68.33,10,10,66.67,66.67,66.67,66.67,0,0,,,,,772.54,772.54,70.94,70.94,65.52,65.52
redacted,redacted,redacted,789281,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,3.5,20,2,20,1,,19.29,2,20,2,20,2,2,20,1,1,1,13.08,1,18.33,0,40,4,133,124,143.25,146.5,144,0,5,5,5,955.75,372.2,372.2,92.13,92.13,89.9,89.9,690.75,690.75,92.1,92.1,92.1,92.1,15,15,100,100,100,100,0,0,,,,,1077.95,1077.95,92.21,92.21,91.43,91.43
redacted,redacted,redacted,100124,redacted,PSC 041 002 WQ 2023,6.17,3.5,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,2,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,19.23,1,20,0,16,4,99.5,109.75,85.25,84,104.25,87,0,5,5,742.75,354.4,354.4,87.72,87.72,85.6,85.6,485.75,485.75,64.77,64.77,64.77,64.77,10,10,66.67,66.67,66.67,66.67,0,0,,,,,850.15,850.15,72.72,72.72,72.11,72.11
redacted,redacted,redacted,313801,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,19.2,2,1.25,20,2,1.5,4.75,4.25,2,20,2.83,3.67,4,4,4,4,20,2,20,1,,19.29,2,20,2,20,2,2,20,1,1,1,20,1,20,0,4,4,94.25,110,102,98.75,102.75,84,3.9,5,0,765.65,340.24,340.24,84.22,84.22,82.18,82.18,507.75,507.75,67.7,67.7,67.7,67.7,8.9,8.9,59.33,59.33,59.33,59.33,0,0,,,,,856.89,856.89,73.3,73.3,72.68,72.68
redacted,redacted,redacted,439234,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.83,4,19.2,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,19.43,1,1,1,12.31,1,20,0,32,4,112,124.5,118.75,145,138.5,123,5,5,5,903.75,364.77,364.77,90.29,90.29,88.11,88.11,649.75,649.75,86.63,86.63,86.63,86.63,15,15,100,100,100,100,0,0,,,,,1029.52,1029.52,88.07,88.07,87.32,87.32
redacted,redacted,redacted,693286,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,,2,,2,,2,2,,1,1,1,,1,,0,52,4,134.5,143.25,138.75,141.5,135.5,0,0,5,5,953.5,273.17,273.17,96.19,96.19,65.98,65.98,693.5,693.5,92.47,92.47,92.47,92.47,10,10,66.67,66.67,66.67,66.67,0,0,,,,,976.67,976.67,93.1,93.1,82.84,82.84
redacted,redacted,redacted,297437,redacted,PSC 041 001 WQ 2023,6.5,3.5,20,18.82,3.88,4,19.2,2,4.25,5,2,1.5,4.12,3.63,2,18.26,2.17,3.5,4,4,4,2.38,20,1.5,20,1,,20,1,20,2,5.26,1.5,1.75,19.43,0.67,0.5,0.67,,1,20,0,36,3.96,130,83.5,98,100.5,100,105,0,5,5,771,314.93,314.93,82.01,82.01,76.07,76.07,533.5,533.5,71.13,71.13,71.13,71.13,10,10,66.67,66.67,66.67,66.67,0,0,,,,,858.43,858.43,74.71,74.71,72.81,72.81
redacted,redacted,redacted,224768,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,10,20,2,,2,20,2,2,20,1,1,1,20,1,20,0,52,4,93.5,80.75,82.5,74,117.5,72,5,5,5,712.25,384,384,97.46,97.46,92.75,92.75,448.25,448.25,59.77,59.77,59.77,59.77,15,15,100,100,100,100,0,0,,,,,847.25,847.25,73.1,73.1,71.86,71.86
redacted,redacted,redacted,708858,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,2,2,20,1,1,1,20,1,20,9,36,4,74,105.5,71.25,114.5,101.5,0,5,5,5,730.75,396.09,396.09,95.67,95.67,95.67,95.67,466.75,466.75,62.23,62.23,62.23,62.23,15,15,100,100,100,100,0,0,,,,,877.84,877.84,74.46,74.46,74.46,74.46
redacted,redacted,redacted,873291,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,,0,,0,2,1.14,0.33,1,0.92,,1,,0,20,4,140.25,127.5,130.25,148,139,0,5,5,5,950,256.39,256.39,79.13,79.13,61.93,61.93,685,685,91.33,91.33,91.33,91.33,15,15,100,100,100,100,0,0,,,,,956.39,956.39,87.82,87.82,81.12,81.12
redacted,redacted,redacted,464491,redacted,PSC 041 002 WQ 2023,6.5,4,20,16.47,4,4,13.6,2,4.5,14.17,2,1.5,4.7,4.5,2,13.91,2.83,4,4,4,3.75,4,14.29,2,13.33,0.83,,15,0,15.56,0,14.74,0,0,,0,0,0,,0,,0,,4,135.5,91.75,92,0,0,0,0,5,0,544.43,220.18,220.18,75.4,75.4,53.18,53.18,319.25,319.25,42.57,42.57,42.57,42.57,5,5,33.33,33.33,33.33,33.33,0,0,,,,,544.43,544.43,51.51,51.51,46.18,46.18
redacted,redacted,redacted,843368,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,1.5,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,19.05,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,,0.5,,0,36,4,96.5,119.75,123.5,130.5,131,99,0,5,5,861.25,336.05,336.05,92.32,92.32,81.17,81.17,603.75,603.75,80.5,80.5,80.5,80.5,10,10,66.67,66.67,66.67,66.67,0,0,,,,,949.8,949.8,84.13,84.13,80.56,80.56
redacted,redacted,redacted,496293,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,20,2,20,2,2,20,1,1,1,,1,,0,20,4,144.5,133,135.75,141.75,136,0,5,5,5,956,322,322,88.46,88.46,77.78,77.78,691,691,92.13,92.13,92.13,92.13,15,15,100,100,100,100,0,0,,,,,1028,1028,91.05,91.05,87.19,87.19
redacted,redacted,redacted,494166,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,1.5,1,4.69,4.5,2,20,2.17,4,4,4,4,4,20,1.5,20,0.83,,20,1,20,0,,0,0.75,,0,0,0,,0,,0,28,4,133.5,116.25,118.5,137,131.25,0,5,5,5,898.5,277.19,277.19,85.55,85.55,66.95,66.95,636.5,636.5,84.87,84.87,84.87,84.87,15,15,100,100,100,100,0,0,,,,,928.69,928.69,85.28,85.28,78.77,78.77
redacted,redacted,redacted,134149,redacted,PSC 041 001 WQ 2023,6.5,4,19.09,20,4,4,8.8,2,4.5,20,1.5,1.5,4.3,0,2,,2.83,0,0,0,0,0,20,0,,0,,20,0,20,0,20,0,0,20,0,0,0,,0,,0,8,4,130.75,118.5,118,141,0,132,0,0,5,730.28,217.03,217.03,66.98,66.98,52.42,52.42,640.25,640.25,85.37,85.37,85.37,85.37,5,5,33.33,33.33,33.33,33.33,0,0,,,,,862.28,862.28,79.18,79.18,73.14,73.14
redacted,redacted,redacted,806967,redacted,PSC 041 002 WQ 2023,6.5,4,19.09,20,3.71,4,18.4,2,4.5,19.17,2,1.5,4.75,4.5,2,20,2.5,3.5,4,3.5,4,3.5,20,1.5,20,1,,20,2,19.26,2,20,2,2,20,1,1,1,20,1,18.33,0,40,4,141,142,137.75,130,145,0,0,5,0,950.75,373.21,373.21,92.38,92.38,90.15,90.15,695.75,695.75,92.77,92.77,92.77,92.77,5,5,33.33,33.33,33.33,33.33,0,0,,,,,1073.96,1073.96,91.87,91.87,91.09,91.09
redacted,redacted,redacted,357577,redacted,PSC 041 002 WQ 2023,6,4,20,20,4,4,20,2,4.75,20,2,1.5,4.7,4.5,2,20,2.67,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,2,2,20,1,1,1,20,1,20,10,52,4,72.5,62.5,82,86,85,0,5,5,5,653,413.12,413.12,99.79,99.79,99.79,99.79,388,388,51.73,51.73,51.73,51.73,15,15,100,100,100,100,0,0,,,,,816.12,816.12,69.22,69.22,69.22,69.22
redacted,redacted,redacted,184622,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.75,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,2,2,20,1,1,0.75,20,1,20,0,40,4,137.5,136.5,136.5,132.75,139.5,129,0,5,5,942.75,391.5,391.5,94.57,94.57,94.57,94.57,682.75,682.75,91.03,91.03,91.03,91.03,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1084.25,1084.25,91.96,91.96,91.96,91.96
redacted,redacted,redacted,882657,redacted,PSC 041 001 WQ 2023,5.33,4,18.18,20,4,4,20,1.75,4.5,20,1,1,4.25,3.96,2,20,2.67,4,4,4,4,4,20,1,20,1,,19.29,2,20,2,,1.5,1.75,,0.67,0,0,,0,,0,8,3.8,103.5,97,120.5,106.5,95.5,72,0,5,5,782,257.65,257.65,79.52,79.52,62.23,62.23,523,523,69.73,69.73,69.73,69.73,10,10,66.67,66.67,66.67,66.67,0,0,,,,,790.65,790.65,72.6,72.6,67.06,67.06
redacted,redacted,redacted,676794,redacted,PSC 041 002 WQ 2023,5.83,4,11.82,15.29,4,4,14.4,1.75,4.75,,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,,,0,,0,,0,0,,0,0,0,,0,,0,12,4,79.75,0,113,92,103.5,96,0,0,0,469.1,81.85,81.85,40.12,40.12,19.77,19.77,484.25,484.25,64.57,64.57,64.57,64.57,0,0,0,0,0,0,0,0,,,,,566.1,566.1,58.42,58.42,48.01,48.01
redacted,redacted,redacted,509369,redacted,PSC 041 001 WQ 2023,6.5,3.5,20,20,3.75,4,19.2,1.25,4,20,1.5,1,4.45,3.71,2,20,3,4,4,4,4,4,20,2,20,0.83,10,20,1.67,20,2,20,1.5,1.25,20,0.67,1,0.75,20,1,20,9,48,3.8,119,130.25,129.25,143.5,131,0,0,5,5,912,401.33,401.33,96.94,96.94,96.94,96.94,653,653,87.07,87.07,87.07,87.07,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1064.33,1064.33,90.27,90.27,90.27,90.27
redacted,redacted,redacted,139950,redacted,PSC 041 002 WQ 2023,6,4,20,20,4,4,20,1.25,4.75,20,2,1.5,4.7,4.5,2,20,3,4,4,4,4,4,20,2,20,1,10,20,2,20,2,20,2,2,,1,0.5,0.75,,0.5,,0,32,4,73,125,118.25,124,128.5,111,5,5,5,833.75,321.45,321.45,90.81,90.81,77.64,77.64,606.75,606.75,80.9,80.9,80.9,80.9,15,15,100,100,100,100,0,0,,,,,943.2,943.2,84.29,84.29,80,80
redacted,redacted,redacted,294860,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,0,0,20,2,0,20,2,1.5,4.49,3.96,2,20,3,0,0,0,0,0,20,0,20,1,,20,0,20,2,20,0,2,20,1,0,0,,1,,0,0,4,105.25,130,135.25,140,144.5,0,5,5,5,920,260.45,260.45,71.55,71.55,62.91,62.91,655,655,87.33,87.33,87.33,87.33,15,15,100,100,100,100,0,0,,,,,930.45,930.45,82.41,82.41,78.92,78.92
redacted,redacted,redacted,478268,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.25,2,20,3,4,4,4,4,4,20,2,20,1,,20,0,20,0,20,0,0,,0,0,0,,0,,0,4,4,115,122,124.75,125,82,0,0,5,5,828.75,273.75,273.75,79.58,79.58,66.12,66.12,568.75,568.75,75.83,75.83,75.83,75.83,10,10,66.67,66.67,66.67,66.67,0,0,,,,,852.5,852.5,76.87,76.87,72.31,72.31
redacted,redacted,redacted,769753,redacted,PSC 041 002 WQ 2023,6.33,4,20,20,4,4,20,2,4.75,20,2,1.5,4.23,4.5,2,10.43,3,3,4,4,4,4,20,2,20,1,,20,0,19.26,2,6.32,2,0,,0,0,0,,0,,0,12,2,132,114.5,114,132,131,129,5,5,5,887.5,258.32,258.32,75.09,75.09,62.4,62.4,638.5,638.5,85.13,85.13,85.13,85.13,15,15,100,100,100,100,0,0,,,,,911.82,911.82,82.22,82.22,77.34,77.34
redacted,redacted,redacted,846172,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,8,2,4.75,19.17,2,1.5,4.75,4.5,2,20,3,4,4,4,4,4,20,2,20,1,,,2,20,2,,2,1.5,,0.67,0,0,,0,20,0,24,4,81.5,77.5,100,93,100.5,0,5,5,5,717.5,269.33,269.33,83.13,83.13,65.06,65.06,452.5,452.5,60.33,60.33,60.33,60.33,15,15,100,100,100,100,0,0,,,,,736.83,736.83,67.66,67.66,62.5,62.5
redacted,redacted,redacted,124193,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,20,2,1.5,4.75,4.5,2,20,3,4,4,4,3.75,4,20,2,,1,,20,2,20,2,20,2,2,13.71,1,0,0,,0,,0,16,4,130.5,132.25,138.5,115,137.5,123,0,5,5,913.75,288.46,288.46,83.86,83.86,69.68,69.68,661.75,661.75,88.23,88.23,88.23,88.23,10,10,66.67,66.67,66.67,66.67,0,0,,,,,960.21,960.21,86.58,86.58,81.44,81.44
redacted,redacted,redacted,392325,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,1.5,4.75,20,2,1.5,4.5,4.08,2,20,2.5,4,4,4,4,4,20,2,,1,,7.14,2,,2,18.95,1.5,1.75,,0.67,1,1,,0,,0,48,4,116.75,138,137,134,130.5,0,4.9,5,5,921.15,272.34,272.34,89.59,89.59,65.78,65.78,656.25,656.25,87.5,87.5,87.5,87.5,14.9,14.9,99.33,99.33,99.33,99.33,0,0,,,,,943.49,943.49,88.26,88.26,80.02,80.02
redacted,redacted,redacted,676277,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,3,20,1.5,1.5,0,0,2,20,3,0,0,0,4,2,20,2,20,0,,20,0,20,0,20,0,0,8.57,0,0,0,,0,,0,4,3.4,139.75,144,132,145.25,136.5,0,5,5,5,961.5,255.47,255.47,70.18,70.18,61.71,61.71,697.5,697.5,93,93,93,93,15,15,100,100,100,100,0,0,,,,,967.97,967.97,85.74,85.74,82.1,82.1
redacted,redacted,redacted,850664,redacted,PSC 041 002 WQ 2023,6.5,3.5,19.09,18.82,4,4,18.4,2,4.75,20,2,1.5,4.63,4.5,2,20,1.83,3.5,4,4,3.5,3.63,19.05,1,20,0.83,,20,2,19.26,2,20,1,1.25,20,0.67,0,0.67,20,0.5,20,0,40,4,78.5,94.5,98.25,92.5,95.5,78,5,5,5,723.25,368.37,368.37,91.18,91.18,88.98,88.98,459.25,459.25,61.23,61.23,61.23,61.23,15,15,100,100,100,100,0,0,,,,,842.62,842.62,72.08,72.08,71.47,71.47
redacted,redacted,redacted,976464,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.75,,0,0,0,0,0,,0,4,4,4,4,4,20,2,20,1,,17.14,0,,0,,0,0,1.71,0,0,0,,0,,0,48,4,140.5,124.75,133.75,125.25,0,102,5,5,5,758.36,219.11,219.11,77.15,77.15,52.92,52.92,626.25,626.25,83.5,83.5,83.5,83.5,15,15,100,100,100,100,0,0,,,,,860.36,860.36,82.02,82.02,72.97,72.97
redacted,redacted,redacted,207486,redacted,PSC 041 001 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.7,4.38,2,20,3,4,4,4,3.75,3,20,2,20,1,,20,2,,2,,0.5,2,,0.33,1,1,,1,,0,32,4,143.5,138.25,143.25,143.5,123.38,0,0,5,5,950.88,270.16,270.16,88.87,88.87,65.26,65.26,691.88,691.88,92.25,92.25,92.25,92.25,10,10,66.67,66.67,66.67,66.67,0,0,,,,,972.03,972.03,90.93,90.93,82.45,82.45
redacted,redacted,redacted,618706,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,20,2,4.5,20,2,1.5,4.38,4.25,2,20,3,4,4,4,4,4,18.1,2,20,1,,20,2,,2,11.58,2,2,13.71,1,1,1,,1,,0,44,4,134.5,131.25,137.75,148.75,133.5,0,0,5,5,944.75,308.52,308.52,89.69,89.69,74.52,74.52,685.75,685.75,91.43,91.43,91.43,91.43,10,10,66.67,66.67,66.67,66.67,0,0,,,,,1004.27,1004.27,90.56,90.56,85.18,85.18
redacted,redacted,redacted,992103,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,4,4,18.4,2,4.75,20,2,1.5,4.3,4.33,2,20,3,4,4,4,4,4,20,2,20,1,,20,2,,2,,1.5,1.75,,1,1,1,,1,,0,44,4,120,135.25,137,143,130,0,5,5,5,930.25,283.04,283.04,93.1,93.1,68.37,68.37,665.25,665.25,88.7,88.7,88.7,88.7,15,15,100,100,100,100,0,0,,,,,963.29,963.29,90.11,90.11,81.7,81.7
redacted,redacted,redacted,293634,redacted,PSC 041 001 WQ 2023,6.5,4,19.09,18.82,4,4,19.2,2,4.75,20,2,1.5,4.69,4.5,2,20,2.83,4,4,4,4,4,20,1,18.1,1,,15,1.67,15.56,2,14.74,2,1.5,14.29,0.67,0.5,0.83,13.85,0.63,,0,48,4,106.25,121,111.25,125.5,121.75,96,0,5,5,845.75,335.2,335.2,87.29,87.29,80.97,80.97,585.75,585.75,78.1,78.1,78.1,78.1,10,10,66.67,66.67,66.67,66.67,0,0,,,,,930.95,930.95,81.02,81.02,78.96,78.96
redacted,redacted,redacted,518197,redacted,PSC 041 002 WQ 2023,6.5,4,20,20,3.21,4,20,2,3.5,20,2,1.5,3.59,3.5,2,20,3,4,4,4,3.5,3.5,20,1.5,20,1,,20,2,19.26,2,20,2,2,20,1,1,0.92,,1,18.33,0,36,4,124,129,148.5,128,131.25,0,5,5,5,925.75,349.81,349.81,91.1,91.1,84.49,84.49,660.75,660.75,88.1,88.1,88.1,88.1,15,15,100,100,100,100,0,0,,,,,1025.56,1025.56,89.26,89.26,86.99,86.99
